,City,Lat,Lng,Max Temp.,Humidity,Cloudiness,Wind Speed,Country,Date
364,mende,44.6667,3.5,34.23,94,0,3.76,FR,1619153225
365,kanigiri,15.4,79.5167,92.55,42,94,2.17,IN,1619153225
366,shimoda,34.6667,138.95,60.8,55,75,12.66,JP,1619153226
367,riyadh,24.6877,46.7219,77.0,19,0,9.1,SA,1619152935
368,erenhot,43.6475,111.9767,68.61,26,1,17.47,CN,1619153111
369,leninskoye,41.7589,69.3864,66.2,45,0,9.22,KZ,1619153055
370,desnogorsk,54.1508,33.2815,41.63,93,100,7.76,RU,1619153226
371,kalispell,48.1958,-114.3129,37.4,52,90,14.97,US,1619153227
372,raudeberg,61.9875,5.1352,35.01,92,95,11.92,NO,1619153227
373,kupang,-10.1667,123.5833,84.25,64,5,5.64,ID,1619153227
374,aksarka,66.5606,67.7975,35.58,99,95,12.66,RU,1619153115
375,avera,33.194,-82.5271,42.8,81,1,2.01,US,1619152956
376,kurumkan,54.3,110.3,41.02,26,19,2.91,RU,1619153228
377,taguatinga,-12.3857,-46.5711,69.51,94,29,1.66,BR,1619153229
378,guane,22.2025,-84.0875,72.07,90,49,6.38,CU,1619153229
379,vila franca do campo,37.7167,-25.4333,57.2,72,40,29.93,PT,1619153229
380,los llanos de aridane,28.6585,-17.9182,64.4,82,0,5.75,ES,1619153230
381,dhidhdhoo,6.8833,73.1,83.43,72,22,5.73,MV,1619153230
382,tual,-5.6667,132.75,82.98,74,21,7.38,ID,1619153230
383,kongolo,-5.3833,27.0,69.24,95,70,2.59,CD,1619153231
384,mayya,61.7333,130.2811,33.8,37,0,8.95,RU,1619153231
385,kosonsoy,41.2561,71.5508,62.6,42,19,4.61,UZ,1619153232
386,saint-leu,-21.15,55.2833,78.8,73,20,11.5,RE,1619153232
387,samarai,-10.6167,150.6667,83.68,73,68,5.77,PG,1619153232
388,arlit,18.7369,7.3853,77.77,8,17,4.34,NE,1619153233
389,shenjiamen,29.9576,122.298,62.4,96,100,5.28,CN,1619153117
390,nadym,65.5333,72.5167,34.43,98,78,18.92,RU,1619152999
391,kyra,49.5776,111.9753,45.48,36,100,6.55,RU,1619153167
392,sao filipe,14.8961,-24.4956,71.19,74,41,13.85,CV,1619153233
393,chengzihe,45.3333,131.0667,63.54,56,100,9.06,CN,1619153234
394,keningau,5.3378,116.1602,89.6,70,20,6.91,MY,1619153234
395,kununurra,-15.7667,128.7333,93.2,27,45,10.36,AU,1619153234
396,beyneu,45.3167,55.2,65.12,17,99,24.14,KZ,1619153235
397,samoded,63.6083,40.5111,42.39,76,47,5.14,RU,1619153235
398,kolosovka,56.4678,73.611,42.89,40,9,12.91,RU,1619153235
399,kingman,35.1894,-114.053,60.8,27,1,9.22,US,1619153236
400,boguchany,58.3814,97.4531,41.36,64,27,4.12,RU,1619153236
401,ndende,-2.4008,11.3581,69.17,99,100,1.21,GA,1619153237
402,gizo,-8.103,156.8419,83.77,72,100,5.35,SB,1619153237
403,strezhevoy,60.7333,77.5889,42.8,39,0,13.42,RU,1619153237
404,broome,42.2506,-75.833,32.0,74,75,13.8,US,1619153238
405,kingaroy,-26.5333,151.8333,75.0,23,5,8.05,AU,1619153238
406,clyde river,70.4692,-68.5914,12.2,85,90,2.3,CA,1619153238
407,guatire,10.4762,-66.5427,70.12,97,61,0.98,VE,1619153239
408,vanavara,60.34,102.2797,34.99,80,99,9.48,RU,1619152977
409,byron bay,-28.65,153.6167,70.0,49,0,10.36,AU,1619153249
410,guerrero negro,27.9769,-114.0611,59.05,74,0,15.93,MX,1619153173
411,ayagoz,47.9714,80.4392,33.57,50,68,17.6,KZ,1619153250
412,godo,35.4167,136.6,55.0,66,100,7.0,JP,1619153250
413,pringsewu,-5.3582,104.9744,88.18,48,52,7.25,ID,1619153250
414,buzdyak,54.5833,54.55,40.06,96,100,5.73,RU,1619153251
415,ponta delgada,37.7333,-25.6667,57.2,72,40,29.93,PT,1619153251
416,savannah bight,16.45,-85.85,80.01,86,8,3.0,HN,1619153251
417,port moresby,-9.4431,147.1797,87.8,70,40,17.27,PG,1619153252
418,port hardy,50.6996,-127.4199,53.6,40,75,8.05,CA,1619153252
419,nome,64.5011,-165.4064,42.8,52,1,8.05,US,1619153160
420,yumen,40.2833,97.2,53.73,23,100,22.84,CN,1619152990
421,torbay,47.6666,-52.7314,42.8,100,90,13.8,CA,1619152994
422,filadelfia,39.9523,-75.1638,43.0,39,1,12.66,US,1619153068
423,dalvik,65.9702,-18.5286,37.4,93,0,4.43,IS,1619153253
424,pangoa,-12.1167,-73.0,68.25,98,68,1.92,PE,1619153253
425,masingbi,8.7833,-11.95,74.61,93,44,2.33,SL,1619153254
426,husavik,66.0449,-17.3389,37.4,93,0,6.8,IS,1619153254
427,dalby,-27.1833,151.2667,71.6,28,0,8.05,AU,1619153254
428,sandy bay,-42.913,147.3532,59.0,51,75,16.11,AU,1619153255
429,puerto quijarro,-17.7833,-57.7667,76.06,52,38,2.98,BO,1619153255
430,delvada,20.7667,71.0333,91.33,38,99,10.04,IN,1619153255
431,havoysund,70.9963,24.6622,33.8,80,75,6.91,NO,1619153023
432,torbat-e jam,35.244,60.6225,70.41,7,17,3.83,IR,1619153256
433,chulym,55.0997,80.9572,41.18,52,15,11.48,RU,1619153256
434,koslan,63.4564,48.8989,40.23,90,100,5.1,RU,1619153257
435,warmbad,-28.45,18.7333,67.59,35,1,2.93,NA,1619153257
436,deming,32.2687,-107.7586,64.4,16,1,11.5,US,1619153257
437,isangel,-19.55,169.2667,86.0,74,40,8.23,VU,1619153258
438,sao lourenco do sul,-31.3653,-51.9783,62.01,92,7,9.33,BR,1619153258
439,esik,43.3552,77.4525,42.8,39,75,6.71,KZ,1619153258
440,katangli,51.7102,143.2326,45.54,80,59,10.25,RU,1619153259
441,imbituba,-28.24,-48.6703,66.2,88,75,4.61,BR,1619153259
442,la ronge,55.1001,-105.2842,19.4,53,46,2.3,CA,1619153259
443,bandarbeyla,9.4942,50.8122,83.86,69,93,8.01,SO,1619153260
444,taoudenni,22.6783,-3.9836,82.58,10,0,9.19,ML,1619153260
445,pavelets,53.7883,39.246,54.0,59,56,11.03,RU,1619153260
446,coihaique,-45.5752,-72.0662,39.2,93,90,4.61,CL,1619153030
447,lerwick,60.1545,-1.1494,42.8,81,100,9.22,GB,1619153261
448,sosnovo-ozerskoye,52.5249,111.5418,37.9,23,100,6.31,RU,1619153261
449,nantucket,41.2835,-70.0995,41.0,42,1,17.27,US,1619153262
450,makasar,-5.14,119.4221,87.8,66,20,6.91,ID,1619153262
451,road town,18.4167,-64.6167,79.0,85,68,5.99,VG,1619153262
452,rocha,-34.4833,-54.3333,62.98,88,100,9.95,UY,1619153263
453,damphu,27.0721,90.1096,80.47,33,14,6.4,BT,1619153263
454,mazagao,-0.115,-51.2894,77.0,100,75,1.14,BR,1619153263
455,jackson,42.4165,-122.8345,62.6,36,1,6.91,US,1619153264
456,beni,0.5,29.4667,62.51,98,99,2.35,CD,1619153264
457,katsuura,35.1333,140.3,66.0,51,75,11.5,JP,1619153264
458,merritt,50.1123,-120.7942,50.0,34,1,2.3,CA,1619153107
459,seymchan,62.8833,152.4333,27.07,92,100,9.57,RU,1619153275
460,portland,45.5234,-122.6762,54.0,57,8,1.19,US,1619153066
461,bayir,37.2687,28.2167,46.4,93,0,3.44,TR,1619153275
462,bowen,-20.0167,148.2333,69.8,94,90,11.5,AU,1619153276
463,saint-francois,46.4154,3.9054,37.0,87,0,2.3,FR,1619153276
464,epe,6.5841,3.9834,78.98,89,90,4.0,NG,1619153277
465,chumikan,54.7183,135.315,37.22,59,100,4.29,RU,1619153277
466,praya,14.9215,-23.5087,68.0,77,0,9.22,CV,1619153277
467,emerald,-23.5333,148.1667,78.01,33,90,10.36,AU,1619153278
468,copiapo,-27.3667,-70.3333,59.0,77,90,8.05,CL,1619153139
469,mackenzie,55.2999,-123.1698,37.4,35,1,3.44,CA,1619153278
470,pahrump,36.2083,-115.9839,64.0,11,8,1.99,US,1619152983
471,salamiyah,35.0113,37.0532,61.7,32,0,0.38,SY,1619153279
472,kalmunai,7.4167,81.8167,87.06,62,6,6.02,LK,1619153279
473,sorland,67.667,12.6934,33.8,75,75,9.22,NO,1619153279
474,sicuani,-14.2694,-71.2261,41.05,80,89,1.88,PE,1619153280
475,jiwani,25.05,61.7417,84.74,64,0,2.82,PK,1619153280
476,harbour breton,47.4833,-55.7983,36.46,81,83,21.12,CA,1619153280
477,santa fe,-31.6333,-60.7,68.0,81,3,1.01,AR,1619153262
478,nehe,48.4833,124.8333,49.06,41,98,16.51,CN,1619153281
479,concordia,-31.393,-58.0209,64.4,88,0,6.13,AR,1619153281
480,lakes entrance,-37.8811,147.981,64.99,50,83,1.99,AU,1619153282
481,pasighat,28.0667,95.3333,87.6,44,2,4.43,IN,1619153282
482,esperance,-33.8667,121.9,69.8,49,40,8.05,AU,1619153282
483,alanya,36.5438,31.9998,55.4,88,0,5.75,TR,1619153283
484,taketoyo,34.85,136.9167,66.99,59,75,20.71,JP,1619153283
485,zurrieq,35.8311,14.4742,59.0,94,20,11.5,MT,1619153283
486,valparaiso,-33.0393,-71.6273,57.0,79,93,5.46,CL,1619153284
487,bonga,7.2833,36.2333,62.46,96,100,1.34,ET,1619153284
488,lander,42.833,-108.7307,46.4,34,1,4.61,US,1619153285
489,japura,-0.3167,102.35,88.25,57,92,4.32,ID,1619153285
490,khingansk,49.1167,131.1833,53.92,48,93,10.65,RU,1619153285
491,changji,44.0167,87.3167,41.0,38,0,11.18,CN,1619153286
492,haines junction,60.7522,-137.5108,44.6,36,0,4.61,CA,1619153286
493,birjand,32.8663,59.2211,71.6,20,0,7.63,IR,1619153166
494,tripoli,32.8752,13.1875,68.95,62,53,11.61,LY,1619153110
495,ilo,-17.6394,-71.3375,66.47,81,59,6.35,PE,1619153287
496,shiyan,32.6475,110.7781,58.71,95,100,7.92,CN,1619153287
497,dukat,62.55,155.55,23.47,89,100,5.26,RU,1619153287
498,kochinda,21.7333,84.35,93.2,38,75,5.75,IN,1619153288
499,kirakira,-10.4544,161.9205,83.91,74,100,9.44,SB,1619153288
500,sinnamary,5.3833,-52.95,77.65,87,94,11.83,GF,1619153288
501,boende,-0.2167,20.8667,70.36,93,77,2.62,CD,1619152992
502,chicama,-7.8447,-79.1469,62.6,94,75,8.05,PE,1619153289
503,aasiaat,68.7098,-52.8699,12.4,93,59,8.84,GL,1619153289
504,ambilobe,-13.2,49.05,78.42,76,99,3.49,MG,1619153300
505,mayo,38.8876,-76.5119,41.0,73,73,9.26,US,1619153300
506,iquique,-20.2208,-70.1431,68.0,60,40,6.91,CL,1619153263
507,saint anthony,45.0205,-93.218,53.6,32,1,8.05,US,1619153301
508,coahuayana,18.7333,-103.6833,70.7,63,97,3.04,MX,1619153301
509,touros,-5.1989,-35.4608,75.2,94,40,3.44,BR,1619153302
510,antofagasta,-23.65,-70.4,59.0,82,20,3.44,CL,1619153033
511,gat,31.61,34.7642,64.0,81,0,6.98,IL,1619153285
512,yerbogachen,61.2767,108.0108,33.4,75,100,11.7,RU,1619153007
513,vila velha,-20.3297,-40.2925,69.8,88,0,4.61,BR,1619153303
514,ribas do rio pardo,-20.4431,-53.7592,64.24,55,0,3.13,BR,1619153303
515,mason city,43.1536,-93.201,50.0,32,75,11.5,US,1619153303
516,pimentel,-6.8367,-79.9342,64.0,86,43,5.99,PE,1619153304
517,guilin,25.2819,110.2864,78.8,78,90,4.47,CN,1619153109
518,yulara,-25.2406,130.9889,77.0,27,0,9.22,AU,1619153304
519,port lincoln,-34.7333,135.8667,64.0,58,76,11.68,AU,1619153304
520,sovetskiy,61.3614,63.5842,40.87,94,100,7.92,RU,1619153305
521,puerto el triunfo,13.2833,-88.55,77.0,100,20,1.14,SV,1619153305
522,biak,-0.9131,122.8766,83.5,68,80,3.91,ID,1619153305
523,bo phloi,14.3236,99.5161,98.01,33,99,9.01,TH,1619153306
524,vardo,70.3705,31.1107,33.8,80,75,6.91,NO,1619153306
525,praia,14.9215,-23.5087,68.0,77,0,9.22,CV,1619153306
526,camacha,33.0833,-16.3333,66.2,72,40,12.66,PT,1619153307
527,evensk,61.95,159.2333,30.29,97,100,4.61,RU,1619153307
528,hare bay,48.8499,-54.0148,42.8,93,100,5.75,CA,1619153308
529,enshi,30.3,109.4833,70.93,80,96,1.34,CN,1619153308
530,santa lucia,27.9117,-15.5407,66.0,72,40,4.61,ES,1619153308
531,zhanaozen,43.3,52.8,63.59,18,100,13.02,KZ,1619153309
532,abalak,58.1286,68.5944,47.21,50,100,11.74,RU,1619153309
533,kotma,23.2,81.9667,95.32,9,55,3.27,IN,1619153309
534,alausi,-2.2,-78.8333,48.7,91,100,1.68,EC,1619153310
535,benjamin constant,-4.3831,-70.0311,77.0,100,0,2.3,BR,1619153310
536,atlantis,-33.5667,18.4834,57.99,98,0,4.56,ZA,1619153310
537,tommot,58.9564,126.2925,32.34,82,88,15.64,RU,1619153311
538,labuhan,-6.8844,112.2051,85.64,61,13,2.26,ID,1619153068
539,lashio,22.9333,97.75,97.88,19,1,4.25,MM,1619153311
540,udachnyy,66.4167,112.4,29.95,73,96,23.94,RU,1619153083
541,aloleng,16.1307,119.7824,83.14,67,52,16.15,PH,1619153312
542,preston,53.7667,-2.7167,43.0,76,10,1.01,GB,1619153312
543,port said,31.2565,32.2841,62.6,82,0,11.5,EG,1619153312
544,hinesville,31.8469,-81.5959,46.0,81,1,2.39,US,1619153145
545,monteagudo,-19.8167,-63.9833,61.47,96,74,2.17,BO,1619153313
546,chapleau,47.8405,-83.4034,28.44,72,44,7.09,CA,1619153107
547,constantine,36.365,6.6147,53.6,94,75,5.75,DZ,1619153313
548,taloqan,36.7361,69.5345,65.71,26,0,4.52,AF,1619153314
549,newport,51.5877,-2.9984,39.0,75,0,13.8,GB,1619153314
550,iskateley,67.6803,53.1512,36.3,97,100,16.96,RU,1619153314
551,marataizes,-21.0433,-40.8244,67.48,87,1,7.61,BR,1619153052
552,assiniboia,49.6334,-105.9845,28.4,59,100,12.66,CA,1619153325
553,porto walter,-8.2686,-72.7439,71.82,97,65,2.46,BR,1619153325
554,villahermosa,17.9833,-92.9167,76.37,86,23,4.38,MX,1619153326
555,soc trang,9.6033,105.98,82.4,83,75,4.61,VN,1619153326
556,buenos aires,-34.6132,-58.3772,71.6,78,0,8.05,AR,1619153220
557,talara,-4.5772,-81.2719,71.69,77,69,14.47,PE,1619153326
558,lompoc,34.6391,-120.4579,51.8,82,31,6.91,US,1619153233
559,bitam,2.076,11.5007,69.64,98,100,2.71,GA,1619153327
560,terekli-mekteb,44.1671,45.8698,51.19,89,100,8.48,RU,1619153328
561,tsiroanomandidy,-18.7667,46.0333,67.96,82,0,3.36,MG,1619153328
562,salym,60.0625,71.4789,43.68,54,84,12.62,RU,1619153328
563,cap-aux-meules,47.3821,-61.8597,35.6,75,51,19.57,CA,1619153329
564,naqadeh,36.9553,45.388,66.29,43,48,5.59,IR,1619153036
565,sambava,-14.2667,50.1667,76.64,89,92,9.35,MG,1619153329
